Subject Code,Course Number,Name,Description,Dept Code,Dept Description
AFRICAN,120,Introduction to Arabic Literary Culture,"Survey course on Arabic cultural production. Through the course, students will develop a historic and critical understanding of Arabic literary traditions, as well as related musical and visual arts, up to the twenty-first century.  ",104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,130,Introduction to Swahili Culture,"A multi-disciplinary perspective on the history, language, literature, and artistic heritage of the Swahili; lectures, slides, tapes, and discussion.  ",104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,201,Introduction to African Literature,Survey of African literary traditions and introduction to literary analysis.,104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,210,The African Storyteller,"The oral tradition and the written word; the composition of stories, relationship between performer and audience, and transmission of tradition in various African societies.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,212,Introduction to African Popular Culture,"This course will use aspects of popular culture (such as popular literature, music, television, news media, movies, etc.) to introduce students to the African continent and its cultures, people, and anguages. Students will be exposed to a variety of texts from different regions on the continent, learning about differences and similarities across the continent at the level of aesthetics and context.  ",104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,220,"HipHop, Youth Culture, and Politics in Senegal","This course explores how HipHop, a quintessential manifestation of African American culture, is adopted and adapted by African youth to fight for social justice and democracy in their local contexts, while at the same time constructing a diasporic African sensibility and 'cultural citizenship' that transcends boarders and oceans. Beginning with the history, culture, and politics of HipHop in the U.S., we compare and contrast HipHop's development in Africa with specific attention to Senegal. Students will develop a familiarity with youth culture and politics in Senegal and study the ongoing process of cross-cultural flows and hybridity.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,230,Introduction to Yoruba Life and Culture,"Introduction to some aspects of the life and culture of Yoruba-speaking people of West Africa, Cuba, Brazil, and Haiti, including the importance of Yoruba culture in the Americas.  ",104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,232,Introduction to Swahili Cultures,"A multi-disciplinary perspective on the identities, history, language, literature, and artistic heritage of Swahili speakers.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,233,Global HipHop and Social Justice,"Can HipHop culture help produce a more just world? If so, what theory and praxis best advance this aim? These are the questions that drive this conceptual course. Our critical interrogation of the relationship between HipHop and social justice considers the culture from its U.S. Black Power era underpinnings to its disparate contemporary 'glocal' manifestations. We begin by asking what is 'HipHop,' what is 'social justice,' and what is their relationship, and proceed to consider how HipHop can be an effective force for social justice and what obstacles mitigate against this potential. These discussions will develop familiarity with important concepts in Black studies and social theory such as race and colonialism, imperialism and hegemony, structure and agency, identity and strategic essentialism. Weekly readings will typically pair writings specifically on HipHop with theory from across the humanities and social sciences including philosophy, sociology, cultural studies, and political economy. We will endeavor to consider the race/class/gender dimensions of our weekly topics. Students will acquire a broader familiarity with HipHop activism, and develop new conceptual tools and critical thinking skills.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,270,The Hero and Trickster in African Oral Traditions,"Two major characters in African oral tradition as treated in narrative, epic and heroic poetry.  ",104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,277,Africa: An Introductory Survey,"African society and culture, polity and economy in multidisciplinary perspectives from prehistory and ancient kingdoms through the colonial period to contemporary developments, including modern nationalism, economic development and changing social structure.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,297,African and African-American Linkages: An Introduction,"Analysis of retention of African elements in African-American oral, written, and material culture. Social, cultural, and political issues regarding race, self-definition, and self-determination in both Africa and North America will be examined.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,300,African Literature in Translation,"Introduction to the literature, oral or written, of a coherent cultural area of Africa, for those for whom texts in the original language are not accessible.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,303,African Literature and Visual Culture,An introduction to literature and visual culture of Africa in various periods and places; specific topics will vary.  ,104,AFRICAN LANGUAGES & LITERATURE
AFRICAN,321,First Semester Arabic,"An important Afro-Asiatic language; description, drills, reading, speaking.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,322,Second Semester Arabic,Continuation of 321.,104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,323,Third Semester Arabic,"Advanced grammar and conversational practice, reading contemporary Arabic literature and other writings.",104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,324,Fourth Semester Arabic,Continuation of 323.,104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,325,Colloquial Arabic,None provided.,104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,326,Colloquial Arabic,None provided.,104,AFRICAN LANGUAGES AND LITERATURE
AFRICAN,327,Elementary Summer Immersion Arabic,Elementary level Arabic language taught in an 8-week residential summer language immersion format. Open only to students who have been admitted separately to the summer Arabic immersion program.,104,AFRICAN LANGUAGES AND LITERATURE
